Alabama:2015:Acantharchus pomotis
Hawaii:2005:Tetramolopium filiforme var. filiforme
Hawaii:2005:Tetramolopium filiforme var. polyphyllum
Hawaii:2005:Tetramolopium lepidotum subsp. lepidotum
Hawaii:2005:Tetramolopium remyi
Hawaii:2005:Tetramolopium rockii var. calcisabulorum
Hawaii:2005:Tetramolopium rockii var. rockii
Hawaii:2005:Tetraplasandra bisattenuata
Hawaii:2005:Tetraplasandra flynnii
Hawaii:2005:Tetraplasandra gymnocarpa
Hawaii:2005:Tetraplasandra hawaiensis
Hawaii:2005:Tetraplasandra sp.
Hawaii:2005:Thysanoptera
Hawaii:2005:Torquigener randalli
Hawaii:2005:Touchardia latifolia
Hawaii:2005:Trematolobelia singularis
Hawaii:2005:Trentepohlia cucculata var. sandvicensis
Hawaii:2005:Trentepohlia diffracta var. sandvicensis
Hawaii:2005:Trochocyathus oahensis
Hawaii:2005:Tubastraea coccinea
Hawaii:2005:Turbo sandwicensis
Hawaii:2005:Tursiops truncatus
Hawaii:2005:Ululania stellata
Hawaii:2005:Undescribed Anarchias species
Hawaii:2005:Undescribed Bodianus species
Hawaii:2005:Undescribed Prognathodes species
Hawaii:2005:Urera kaalae
Hawaii:2005:Vaccinium calycinum
Hawaii:2005:Vaccinium reticulatum
Hawaii:2005:Valonia trabeculata
Hawaii:2005:Ventrifossa ctenomelas
Hawaii:2005:Vermiliopsis torquata
Hawaii:2005:Vicia menziesii
Hawaii:2005:Vigna o-wahuensis
Hawaii:2005:Viola chamissoniana subsp. chamissoniana
Hawaii:2005:Viola helenae
Hawaii:2005:Viola kauaensis var. wahiawaensis
Hawaii:2005:Viola lanaiensis
Hawaii:2005:Viola oahuensis
Hawaii:2005:Wikstroemia monticola
Hawaii:2005:Wikstroemia oahuensis
Hawaii:2005:Wikstroemia phillyreifolia
Hawaii:2005:Wikstroemia sanwicensis
Hawaii:2005:Wikstroemia skottsbergiana
Hawaii:2005:Wilkesia gymnoxiphium
Hawaii:2005:Wilkesia hobdyi
Hawaii:2005:Wilkesia spp.
Hawaii:2005:Womersleyella pacifica
Hawaii:2005:Xanthidium octocorne var. majus f. havaiensis
Hawaii:2005:Xylosma crenatum
Hawaii:2005:Xylosma hawaiiense
Hawaii:2005:Zanthoxylum dipetalum var. tomentosum
Hawaii:2005:Zanthoxylum hawaiiense
Hawaii:2005:Zanthoxylum oahuense
Hawaii:2005:Zoanthus kealakekuaensis
Idaho:2015:Acipenser transmontanus
Idaho:2015:Acrolophitus pulchellus
Idaho:2015:Aechmophorus clarkii
Idaho:2015:Agrilus pubifrons
Idaho:2015:Allogona lombardii
Idaho:2015:Amblyderus owyhee
Idaho:2015:Ameletus tolae
Idaho:2015:Ammodramus savannarum
Idaho:2015:Anaxyrus boreas
Idaho:2015:Anaxyrus woodhousii
Idaho:2015:Anguispira nimapuna
Idaho:2015:Anodonta californiensis
Idaho:2015:Apatania barri
Idaho:2015:Aquila chrysaetos
Idaho:2015:Argiacris amissuli
Idaho:2015:Artemisiospiza nevadensis
Idaho:2015:Ashmeadiella sculleni
Idaho:2015:Beckerus barri
Idaho:2015:Bombus fervidus
Idaho:2015:Bombus huntii
Idaho:2015:Bombus morrisoni
Idaho:2015:Bombus suckleyi
Idaho:2015:Botaurus lentiginosus
Idaho:2015:Brachylagus idahoensis
Idaho:2015:Capnia zukeli
Idaho:2015:Capnura anas
Idaho:2015:Caurinella idahoensis
Idaho:2015:Centrocercus urophasianus
Idaho:2015:Cheumatopsyche logani
Idaho:2015:Chlidonias niger
Idaho:2015:Chordeiles minor
Idaho:2015:Chrysobothris horningi
Idaho:2015:Chrysobothris idahoensis
Idaho:2015:Cicindela columbica
Idaho:2015:Cicindela decemnotata montevolans
Idaho:2015:Cicindela plutonica
Idaho:2015:Cinygma dimicki
Idaho:2015:Colligyrus greggi
Idaho:2015:Corynorhinus townsendii
Idaho:2015:Cryptomastix harfordiana
Idaho:2015:Cryptomastix mullani
Idaho:2015:Cryptomastix populi
Idaho:2015:Cryptomastix sanburni
Idaho:2015:Cypseloides niger
Idaho:2015:Danaus plexippus
Idaho:2015:Discus marmorensis
Idaho:2015:Dolichonyx oryzivorus
Idaho:2015:Entosphenus tridentatus
Idaho:2015:Euphydryas gillettii
Idaho:2015:Flabellorhagidia pecki
Idaho:2015:Fluminicola gustafsoni
Idaho:2015:Fluminicola minutissimus
Idaho:2015:Glacicavicola bathyscioides
Idaho:2015:Gonidea angulata
Idaho:2015:Grus canadensis
Idaho:2015:Gulo gulo
Idaho:2015:Helicodiscus salmonaceus
Idaho:2015:Homophylax auricularis
Idaho:2015:Hoplitis orthognathus
Idaho:2015:Hydroprogne caspia
Idaho:2015:Hydroscapha redfordi
Idaho:2015:Hylaeus lunicraterius
Idaho:2015:Idagona westcotti
Idaho:2015:Judolia gaurotoides
Idaho:2015:Larus californicus
Idaho:2015:Lasionycteris noctivagans
Idaho:2015:Lasiurus cinereus
Idaho:2015:Lepidomeda copei
Idaho:2015:Leucosticte atrata
Idaho:2015:Lithobates pipiens
Idaho:2015:Loxia sinesciuris
Idaho:2015:Magnipelta mycophaga
Idaho:2015:Marmota caligata
Idaho:2015:Megaleuctra kincaidi
Idaho:2015:Melanerpes lewis
Idaho:2015:Myotis ciliolabrum
Idaho:2015:Numenius americanus
Idaho:2015:Oncorhynchus nerka
Idaho:2015:Oncorhynchus tshawytscha
Idaho:2015:Oreamnos americanus
Idaho:2015:Oreohelix hammeri
Idaho:2015:Oreohelix haydeni
Idaho:2015:Oreohelix idahoensis
Idaho:2015:Oreohelix intersum
Idaho:2015:Oreohelix jugalis
Idaho:2015:Oreohelix peripherica
Idaho:2015:Oreohelix strigosa goniogyra
Idaho:2015:Oreohelix tenuistriata
Idaho:2015:Oreohelix waltoni
Idaho:2015:Oreortyx pictus
Idaho:2015:Oreoscoptes montanus
Idaho:2015:Ovis canadensis
Idaho:2015:Pacifastacus connectens
Idaho:2015:Paraleptophlebia falcula
Idaho:2015:Paraleptophlebia traverae
Idaho:2015:Parameletus columbiae
Idaho:2015:Pekania pennanti
Idaho:2015:Perdita barri
Idaho:2015:Perdita salicis euxantha
Idaho:2015:Perdita wyomingensis sculleni
Idaho:2015:Philocasca banksi
Idaho:2015:Picoides albolarvatus
Idaho:2015:Polyphylla devestiva
Idaho:2015:Pristiloma wascoense
Idaho:2015:Pristinicola hemphilli
Idaho:2015:Prosopium abyssicola
Idaho:2015:Prosopium gemmifer
Idaho:2015:Pyrgulopsis bruneauensis
Idaho:2015:Pyrgulopsis pilsbryana
Idaho:2015:Rana luteiventris
Idaho:2015:Rhyacophila oreia
Idaho:2015:Rhyacophila robusta
Idaho:2015:Rhyacophila velora
Idaho:2015:Securicauda hermani
Idaho:2015:Sericostriata surdickae
Idaho:2015:Speleomaster lexi
Idaho:2015:Speleomaster pecki
Idaho:2015:Stygobromus idahoensis
Idaho:2015:Sweltsa durfeei
Idaho:2015:Synaptomys borealis
Idaho:2015:Taenionema umatilla
Idaho:2015:Taylorconcha serpenticola
Idaho:2015:Tympanuchus phasianellus
Idaho:2015:Urocitellus canus
Idaho:2015:Urocitellus elegans nevadensis
Idaho:2015:Urocitellus endemicus
Kansas:2005:Acris crepitans
Kansas:2005:Aechmophorus occidentalis
Kansas:2005:Agkistrodon piscivorus
Kansas:2005:Alasmidonta viridis
Kansas:2005:Amblema plicata
Kansas:2005:Amblyscirtes belli
Kansas:2005:Amblyscirtes linda
Kansas:2005:Ambystoma tigrinum
Kansas:2005:Ammodramus bairdii
Kansas:2005:Ammodramus savannarum
Kansas:2005:Anas acuta
Kansas:2005:Anguilla rostrata
Kansas:2005:Anodontoides ferussacianus
Kansas:2005:Anthus spragueii
Kansas:2005:Apalone mutica
Kansas:2005:Aquila chrysaetos
Kansas:2005:Arcidens confragosus
Kansas:2005:Arizona elegans
Kansas:2005:Asio flammeus
Kansas:2005:Athene cunicularia
Kansas:2005:Atrytone arogos
Kansas:2005:Aythya valisineria
Kansas:2005:Botaurus lentiginosus
Kansas:2005:Bufo punctatus
Kansas:2005:Buteo regalis
Kansas:2005:Buteo swainsoni
Kansas:2005:Caecidotea metcalfi
Kansas:2005:Caecidotea simulator
Kansas:2005:Calcarius mccownii
Kansas:2005:Calcarius ornatus
Kansas:2005:Calidris bairdii
Kansas:2005:Calidris fuscicollis
Kansas:2005:Calidris pusilla
Kansas:2005:Callipepla squamata
Kansas:2005:Caprimulgus carolinensis
Kansas:2005:Carpiodes velifer
Kansas:2005:Catocala whitneyi
Kansas:2005:Catostomus commersonii
Kansas:2005:Charadrius melodius
Kansas:2005:Chordeiles minor
Kansas:2005:Coccyzus erythropthalmus
Kansas:2005:Colinus virginianus
Kansas:2005:Corvus cryptoleucus
Kansas:2005:Cratogeomys castanops
Kansas:2005:Crotalus horridus
Kansas:2005:Cumberlandia monodonta
Kansas:2005:Cynomys ludovicianus
Kansas:2005:Cyprogenia aberti
Kansas:2005:Dendroica dominica
Kansas:2005:Dolichonyx orzivorus
Kansas:2005:Egretta caerulea
Kansas:2005:Egretta thula
Kansas:2005:Ellipsaria lineolata
Kansas:2005:Erimystax x-punctatus
Kansas:2005:Etheostoma blennioides
Kansas:2005:Etheostoma chlorosoma
Kansas:2005:Etheostoma flabellare
Kansas:2005:Etheostoma nigrum
Kansas:2005:Etheostoma punctulatum
Kansas:2005:Etheostoma whipplei
Kansas:2005:Etheostoma zonale
Kansas:2005:Eumeces anthracinus
Kansas:2005:Eumeces laticeps
Kansas:2005:Euphagus carolinus
Kansas:2005:Eurycea longicauda
Kansas:2005:Eurycea lucifuga
Kansas:2005:Fundulus kansae
Kansas:2005:Fusconaia flava
Kansas:2005:Gastrophryne carolinensis
Kansas:2005:Glaucomys volans
Kansas:2005:Gryllotalpa major
Kansas:2005:Haliaeetus leucocephalus
Kansas:2005:Helopicus nalatus
Kansas:2005:Hesperia attralus attalus
Kansas:2005:Heterodon nasicus
Kansas:2005:Heterodon platirhinos
Kansas:2005:Himantopus mexicanus
Kansas:2005:Holbrookia maculata
Kansas:2005:Hybognathus argyritis
Kansas:2005:Hybognathus placitus
Kansas:2005:Hypentelium nigricans
Kansas:2005:Ichthyomyzon castaneus
Kansas:2005:Icterus bullockii
Kansas:2005:Icterus galbula
Kansas:2005:Icterus spurius
Kansas:2005:Ictinia mississippiensis
Kansas:2005:Lampropeltis triangulum
Kansas:2005:Lampsilis cardium
Kansas:2005:Lampsilis rafinesqueana
Kansas:2005:Lampsilis teres
Kansas:2005:Lanius ludovicianus
Kansas:2005:Lasmigona complanata
Kansas:2005:Lasmigona costata
Kansas:2005:Laterallus jamaicensis
Kansas:2005:Leptodea fragilis
Kansas:2005:Leptophlebia konza
Kansas:2005:Lepus townsendii
Kansas:2005:Ligumia recta
Kansas:2005:Ligumia subrostrata
Kansas:2005:Luxilus cornutus
Kansas:2005:Macrhybopsis gelida
Kansas:2005:Macrhybopsis hyostoma
Kansas:2005:Macrhybopsis meeki
Kansas:2005:Macrhyhopsis tetranema
Kansas:2005:Macrochelys temminckii
Kansas:2005:Megalonaias nervosa
Kansas:2005:Melanerpes erythrocephalus
Kansas:2005:Moxostoma carinatum
Kansas:2005:Moxostoma erythrurum
Kansas:2005:Mustela nigripes
Kansas:2005:Myotis ciliolabrum
Kansas:2005:Myotis grisescens
Kansas:2005:Necturus maculosus
Kansas:2005:Nocomis biguttatus
Kansas:2005:Nomotettix parvus
Kansas:2005:Notophtalmus viridescens
Kansas:2005:Notropis girardi
Kansas:2005:Notropis nubilus
Kansas:2005:Notropis shumardi
Kansas:2005:Noturus exilis
Kansas:2005:Noturus flavus
Kansas:2005:Noturus gyrinus
Kansas:2005:Noturus miurus
Kansas:2005:Noturus nocturnus
Kansas:2005:Noturus placidus
Kansas:2005:Numenius americanus
Kansas:2005:Numenius borealis
Kansas:2005:Obliquaria reflexa
Kansas:2005:Orconectes immunis
Kansas:2005:Orconectes luteus
Kansas:2005:Orconectes nais
Kansas:2005:Orconectes neglectus
Kansas:2005:Orconectes palmeri
Kansas:2005:Pelecanus erythrorhynchos
Kansas:2005:Percina copelandi
Kansas:2005:Percina maculata
Kansas:2005:Percina phoxocephala
Kansas:2005:Peromyscus attwateri
Kansas:2005:Piciodes scalaris
Kansas:2005:Platygobio gracilis
Kansas:2005:Polyodon spathula
Kansas:2005:Pomatiopsis lapidaria
Kansas:2005:Potamilus ohiensis
Kansas:2005:Probythinella emarginata
Kansas:2005:Procambarus gracilis
Kansas:2005:Procambarus simulans
Kansas:2005:Protonotaria citrea
Kansas:2005:Pseudacris crucifer
Kansas:2005:Ptychobranchus occidentalis
Kansas:2005:Quadrula metanevra
Kansas:2005:Quadrula pustulosa
Kansas:2005:Quadrula quadrula
Kansas:2005:Reithrodontomys fulvescens
Kansas:2005:Scaphirhynchus albus
Kansas:2005:Seiurus motacilla
Kansas:2005:Siphlonurus minnoi
Kansas:2005:Somatochlora ozarkensis
Kansas:2005:Sonora semiannulata
Kansas:2005:Spermophilus franklinii
Kansas:2005:Speyeria idalia
Kansas:2005:Sphalloplana kansensis
Kansas:2005:Sphinx eremitoides
Kansas:2005:Spilogale putorius
Kansas:2005:Storeria occipitomaculata
Kansas:2005:Strophitus undulatus
Kansas:2005:Synaptomys cooperi
Kansas:2005:Tachopteryx thoreyi
Kansas:2005:Thamnophis marcianus
Kansas:2005:Toxoplasma parvus
Kansas:2005:Toxostoma curcirostre
Kansas:2005:Tritogonia verrucosa
Kansas:2005:Truncilla donaciformis
Kansas:2005:Truncilla truncata
Kansas:2005:Tryngites subruficollis
Kansas:2005:Typhlotriton spelaeus
Kansas:2005:Tyrannus tyrannus
Kansas:2005:Uniomerus tetralasmus
Kansas:2005:Urocyon cinereoargenteus
Kansas:2005:Ursus americanus
Kansas:2005:Vireo atricapilla
Kansas:2005:Vireo bellii
Kansas:2005:Virginia valeriae
Kansas:2005:Vulpes velox
Missouri:2015:Accipiter striatus
Missouri:2015:Acipenser fulvescens
Missouri:2015:Aconitum uncinatum
Missouri:2015:Acris crepitans blanchardi
Missouri:2015:Acroneuria ozarkensis
Missouri:2015:Agalinis aspera
Missouri:2015:Agalinis auriculata
Missouri:2015:Agalinis heterophylla
Missouri:2015:Agalinis purpurea
Missouri:2015:Agalinis viridis
Missouri:2015:Agapetus artesus
Missouri:2015:Agastache scrophulariifolia
Missouri:2015:Agrimonia gryposepala
Missouri:2015:Alasmidonta marginata
Missouri:2015:Alasmidonta viridis
Missouri:2015:Allocrangonyx hubrichti
Missouri:2015:Alopecurus aequalis
Missouri:2015:Alosa alabamae
Missouri:2015:Alosa chrysochloris
Missouri:2015:Amblyopsis rosae
Missouri:2015:Amblyscirtes linda
Missouri:2015:Amblytropidia mysteca
Missouri:2015:Ambystoma annulatum
Missouri:2015:Ambystoma talpoideum
Missouri:2015:Ambystoma texanum
Missouri:2015:Ambystoma trigrinum tigrinum
Missouri:2015:Ameiurus nebulosus
Missouri:2015:Ammocrypta clara
Missouri:2015:Ammocrypta vivax
Missouri:2015:Ammodramus henslowii
Missouri:2015:Ammodramus savannarum
Missouri:2015:Amnicola stygius
Missouri:2015:Amorpha nitens
Missouri:2015:Amphiagrion saucium
Missouri:2015:Amphiuma tridactylum
Missouri:2015:Amsonia ciliata var. filifolia
Missouri:2015:Anaxyrus cognatus
Missouri:2015:Andrena beameri
Missouri:2015:Anemone cylindrica
Missouri:2015:Anguilla rostrata
Missouri:2015:Anodonta suborbiculata
Missouri:2015:Anodontoides ferussacianus
Missouri:2015:Anthus spragueii
Missouri:2015:Antrobia culveri
Missouri:2015:Apalone mutica mutica
Missouri:2015:Aphonopelma hentzi
Missouri:2015:Apochthonius mysterius
Missouri:2015:Apochthonius typhlus
Missouri:2015:Aralia nudicaulis
Missouri:2015:Ardea alba
Missouri:2015:Argia alberta
Missouri:2015:Arigomphus maxwelli
Missouri:2015:Aristida desmantha
Missouri:2015:Asclepias meadii
Missouri:2015:Asio flammeus
Missouri:2015:Atractosteus spatula
Missouri:2015:Bactrurus hubrichti
Missouri:2015:Bactrurus pseudodomucronatus
Missouri:2015:Bartonia virginica
Missouri:2015:Bartramia langicauda
Missouri:2015:Beameria venosa
Missouri:2015:Berberis canadensis
Missouri:2015:Berula erecta var. incisa
Missouri:2015:Boltonia decurrens
Missouri:2015:Botaurus lentiginosus
Missouri:2015:Bouteloua hirsuta
Missouri:2015:Brackenridgia ashleyi
Missouri:2015:Buchnera americana
Missouri:2015:Bufo fowleri
Missouri:2015:Buteo swainsoni
Missouri:2015:Caecidotea dimorpha
Missouri:2015:Caecidotea fustis
Missouri:2015:Caecidotea salemensis
Missouri:2015:Caecidotea serrata
Missouri:2015:Caecidotea stiladactyla
Missouri:2015:Caecidotea stygia
Missouri:2015:Calephelis borealis
Missouri:2015:Calephelis muticum
Missouri:2015:Callirhoe bushii
Missouri:2015:Callirhoe triangulata
Missouri:2015:Calopogon oklahomensis
Missouri:2015:Calopogon tuberosus
Missouri:2015:Caltha palustris
Missouri:2015:Camassia angusta
Missouri:2015:Cambarus aculabrum
Missouri:2015:Cambarus ludovicianus
Missouri:2015:Cambarus maculatus
Missouri:2015:Cambarus setosus
Missouri:2015:Campanula aparinoides
Missouri:2015:Campanula rotundifolia
Missouri:2015:Campeloma crassulum
Missouri:2015:Caprimulgus carolinensis
Missouri:2015:Caprimulgus vociferus
Missouri:2015:Carex abscondita
Missouri:2015:Carex atherodes
Missouri:2015:Carex atlantica ssp atlantica
Missouri:2015:Carex bromoides ssp bromoides
Missouri:2015:Carex buxbaumii
Missouri:2015:Carex comosa
Missouri:2015:Carex conoidea
Missouri:2015:Carex crawei
Missouri:2015:Carex cumberlandensis
Missouri:2015:Carex decomposita
Missouri:2015:Carex gigantea
Missouri:2015:Carex gracillima
Missouri:2015:Carex lacustris
Missouri:2015:Carex microdonta
Missouri:2015:Carex molestiformis
Missouri:2015:Carex prasina
Missouri:2015:Carex reniformis
Missouri:2015:Carex reznicekii
Missouri:2015:Carex sartwellii
Missouri:2015:Carex socialis
Missouri:2015:Carex sprengelii
Missouri:2015:Carex sterilis
Missouri:2015:Carex straminea
Missouri:2015:Carex trichocarpa
Missouri:2015:Carex willdenowii
Missouri:2015:Carex woodii
Missouri:2015:Carpiodes velifer
Missouri:2015:Castanea pumila var. ozarkensis
Missouri:2015:Castilleja sessiliflora
Missouri:2015:Catocala marmorata
Missouri:2015:Causeyella dendropus
Missouri:2015:Cemophora coccinea copei
Missouri:2015:Centrarchus macropterus
Missouri:2015:Centruroides vittatus
Missouri:2015:Chaetaspis aleyorum
Missouri:2015:Chalybion zimmermanni zimmermanni
Missouri:2015:Cheilanthes alabamensis
Missouri:2015:Cheilanthes tomentosa
Missouri:2015:Chelone obliqua
Missouri:2015:Chrysemys picta dorsalis
Missouri:2015:Circus cyaneus
Missouri:2015:Cirsium undulatum
Missouri:2015:Cissus trifoliata
Missouri:2015:Cistothorus palustris
Missouri:2015:Clematis fremontii
Missouri:2015:Clematis versicolor
Missouri:2015:Clematis viorna
Missouri:2015:Clonophis kirtlandii
Missouri:2015:Coccyzus americanus
Missouri:2015:Coelorachis cylindrica
Missouri:2015:Colinus virginianus
Missouri:2015:Conocephalus saltans
Missouri:2015:Contopus virens
Missouri:2015:Corydalis micrantha ssp. australis
Missouri:2015:Corynorhinus rafinesquii
Missouri:2015:Cottus specus
Missouri:2015:Coturnicops noveboracensis
Missouri:2015:Crataegus marshallii
Missouri:2015:Crataegus spathulata
Missouri:2015:Crotalus horridus
Missouri:2015:Crotaphytus collaris
Missouri:2015:Croton michauxii
Missouri:2015:Cryptobranchus alleganiensis alleganiensis
Missouri:2015:Cryptobranchus alleganiensis bishopi
Missouri:2015:Crystallaria asprella
Missouri:2015:Cumberlandia monodonta
Missouri:2015:Cycleptus elongatus
Missouri:2015:Cylindera celeripes
Missouri:2015:Cynosciadium digitatum
Missouri:2015:Cyperus hystricinus
Missouri:2015:Cyperus retrofractus
Missouri:2015:Cyprinella camura
Missouri:2015:Cyprinella galactura
Missouri:2015:Cyprinella whipplei
Missouri:2015:Cypripedium candidum
Missouri:2015:Cypripedium reginae
Missouri:2015:Cyprogenia aberti
Missouri:2015:Cystopteris tenuis
Missouri:2015:Dalea enneandra
Missouri:2015:Dalea gattingeri
Missouri:2015:Danaus plexippus
Missouri:2015:Decodon verticillatus
Missouri:2015:Deirochelys reticularia miaria
Missouri:2015:Delphinium exaltatum
Missouri:2015:Delphinium treleasei
Missouri:2015:Dendroica discolor
Missouri:2015:Dendroica dominica
Missouri:2015:Dennstaedtia punctilobula
Missouri:2015:Desmodium strictum
Missouri:2015:Desmodium viridiflorum
Missouri:2015:Diacyclops yeatmani
Missouri:2015:Diarrhena americana
Missouri:2015:Dichagyris reliqua
Missouri:2015:Dirca decipiens
Missouri:2015:Dolichonyx oryzivorus
Missouri:2015:Dromochorus pruinina
Missouri:2015:Dryopteris carthusiana
Missouri:2015:Dryopteris celsa
Missouri:2015:Dryopteris cristata
Missouri:2015:Dryopteris goldiana
Missouri:2015:Dryopteris intermedia
Missouri:2015:Echinacea paradoxa
Missouri:2015:Egretta caerulea
Missouri:2015:Egretta thula
Missouri:2015:Elaphe guttata emoryi
Missouri:2015:Elassoma zonatum
Missouri:2015:Eleocharis atropurpurea
Missouri:2015:Eleocharis lanceolata
Missouri:2015:Eleocharis wolfii
Missouri:2015:Elliptio crassidens
Missouri:2015:Elymus churchii
Missouri:2015:Empidonax virescens
Missouri:2015:Emydoidea blandingii
Missouri:2015:Epifagus virginiana
Missouri:2015:Epilobium leptophyllum
Missouri:2015:Epioblasma florentina curtisii
Missouri:2015:Epioblasma triquetra
Missouri:2015:Erimystax harryi
Missouri:2015:Erimystax x-punctatus
Missouri:2015:Erimyzon sucetta
Missouri:2015:Eriogonum longifolium var. longifolium
Missouri:2015:Etheostoma cragini
Missouri:2015:Etheostoma euzonum erizonum
Missouri:2015:Etheostoma euzonum euzonum
Missouri:2015:Etheostoma fusiforme
Missouri:2015:Etheostoma histrio
Missouri:2015:Etheostoma microperca
Missouri:2015:Etheostoma nianguae
Missouri:2015:Etheostoma parvipinne
Missouri:2015:Etheostoma whipplei
Missouri:2015:Eumeces anthracinus pluvialis
Missouri:2015:Euonymus americanus
Missouri:2015:Euphagus carolinus
Missouri:2015:Euphyes dukesi
Missouri:2015:Eurybia furcata
Missouri:2015:Eurybia macrophylla
Missouri:2015:Eurycea longicauda longicauda
Missouri:2015:Eurycea longicauda melanopleura
Missouri:2015:Eurycea lucifuga
Missouri:2015:Eurycea spelaea
Missouri:2015:Eurycea tynerensis
Missouri:2015:Falco peregrinus
Missouri:2015:Fallicambarus fodiens
Missouri:2015:Farancia abacura reinwardtii
Missouri:2015:Faxonella clypeata
Missouri:2015:Fontigens antroecetes
Missouri:2015:Fontigens proserpina
Missouri:2015:Forbesichthys agassizii
Missouri:2015:Formica creightoni
Missouri:2015:Formica fossaceps
Missouri:2015:Formica querquetulana
Missouri:2015:Fundulus chrysotus
Missouri:2015:Fundulus dispar
Missouri:2015:Fundulus kansae
Missouri:2015:Fundulus sciadicus
Missouri:2015:Fusconaia ebena
Missouri:2015:Galium boreale
Missouri:2015:Gallinula galeata
Missouri:2015:Gastrophryne olivacea
Missouri:2015:Gentiana andrewsii var. andrewsii
Missouri:2015:Gentiana puberulenta
Missouri:2015:Gentianella quinquefolia ssp. occidentalis
Missouri:2015:Geocarpon minimum
Missouri:2015:Geococcyx californianus
Missouri:2015:Geothlypis formosa
Missouri:2015:Glyphopsyche missouri
Missouri:2015:Gomphus fraternus
Missouri:2015:Gomphus ventricosus
Missouri:2015:Gratiola viscidula
Missouri:2015:Gryllotalpa major
Missouri:2015:Habroscelimorpha circumpicta johnsonii
Missouri:2015:Haliaeetus leucocephalus
Missouri:2015:Helenium virginicum
Missouri:2015:Helianthus decapetalus
Missouri:2015:Helmitheros vermivorus
Missouri:2015:Hemidactylium scutatum
Missouri:2015:Hesperia ottoe
Missouri:2015:Heterodon gloydi
Missouri:2015:Heuchera parviflora var. parviflora
Missouri:2015:Heuchera parviflora var. puberula
Missouri:2015:Hiodon tergisus
Missouri:2015:Hottonia inflata
Missouri:2015:Huperzia porophila
Missouri:2015:Hybognathus argyritis
Missouri:2015:Hybognathus hankinsoni
Missouri:2015:Hybognathus hayi
Missouri:2015:Hybognathus nuchalis
Missouri:2015:Hybognathus placitus
Missouri:2015:Hydrocotyle verticillata
Missouri:2015:Hydrolea ovata
Missouri:2015:Hydroperla fugitans
Missouri:2015:Hyla cinerea
Missouri:2015:Hylocichla mustelina
Missouri:2015:Hypericum adpressum
Missouri:2015:Hypericum ascyron ssp. Pyramidatum
Missouri:2015:Hypericum lobocarpum
Missouri:2015:Ichthyomyzon fossor
Missouri:2015:Ichthyomyzon gagei
Missouri:2015:Icteria virens
Missouri:2015:Ictidomys tridecemlineatus
Missouri:2015:Inscudderia taxodii
Missouri:2015:Isoetes engelmannii var. engelmannii
Missouri:2015:Isotria verticillata
Missouri:2015:Ixobrychus exilis
Missouri:2015:Juncus debilis
Missouri:2015:Juncus validus
Missouri:2015:Kinosternon flavescens
Missouri:2015:Lampetra aepyptera
Missouri:2015:Lampsilis abrupta
Missouri:2015:Lampsilis higginsii
Missouri:2015:Lampsilis rafinesqueana
Missouri:2015:Lanius ludovicianus
Missouri:2015:Lasia pururata
Missouri:2015:Lasionycteris noctivagans
Missouri:2015:Laterallus jamaicensis
Missouri:2015:Leitneria floridana
Missouri:2015:Lemna trisulca
Missouri:2015:Lepomis marginatus
Missouri:2015:Lepomis symmetricus
Missouri:2015:Leptodea leptodon
Missouri:2015:Leptoxis arkansensis
Missouri:2015:Lepus californicus
Missouri:2015:Lethenteron appendix
Missouri:2015:Liatris scariosa var. nieuwlandii
Missouri:2015:Ligumia recta
Missouri:2015:Lilium philadelphicum var. andinum
Missouri:2015:Limnobium spongia ssp. spongia
Missouri:2015:Limnothlypis swainsonii
Missouri:2015:Lindera melissifolia
Missouri:2015:Liparis loeselii
Missouri:2015:Lipocarpha drummondii
Missouri:2015:Listera australis
Missouri:2015:Lithobates areolatus circulosus
Missouri:2015:Lithobates blairi
Missouri:2015:Lithobates sphenocephalus
Missouri:2015:Lithobates sylvaticus
Missouri:2015:Ludwigia leptocarpa
Missouri:2015:Ludwigia microcarpa
Missouri:2015:Luxilus cardinalis
Missouri:2015:Luxilus cornutus
Missouri:2015:Luxilus pilsbryi
Missouri:2015:Luxilus zonatus
Missouri:2015:Lycopodium dendroideum
Missouri:2015:Lycopodium tristachyum
Missouri:2015:Lygodesmia juncea
Missouri:2015:Lysimachia terrestris
Missouri:2015:Lysimachia thyrsiflora
Missouri:2015:Lythrurus fumeus
Missouri:2015:Lytrosis permagnaria
Missouri:2015:Macrhybopsis gelida
Missouri:2015:Macrhybopsis meeki
Missouri:2015:Macrhybopsis storeriana
Missouri:2015:Macrobrachium ohione
Missouri:2015:Macrochelys temminckii
Missouri:2015:Macrocotyla glandulosa
Missouri:2015:Macrocotyla lewisi
Missouri:2015:Marshallia caespitosa var. caespitosa
Missouri:2015:Marshallia caespitosa var. signata
Missouri:2015:Masticophis flagellum flagellum
Missouri:2015:Mecardonia acuminata
Missouri:2015:Melanerpes erythrocephalus
Missouri:2015:Melanoplus packardii
Missouri:2015:Melanoplus punctulatus griseus
Missouri:2015:Melanthium virginicum
Missouri:2015:Melissodes intorta
Missouri:2015:Menyanthes trifoliata
Missouri:2015:Micromenetus sampsoni
Missouri:2015:Minuartia michauxii
Missouri:2015:Minuartia muscorum
Missouri:2015:Mitreola petiolata
Missouri:2015:Monarda clinopodia
Missouri:2015:Moxostoma anisurum
Missouri:2015:Moxostoma carinatum
Missouri:2015:Mundochthonius Caves/Karstrnicolus
Missouri:2015:Mustela frenata
